763200	0.0	0	1.5
766800	-0.5	0	1.2
770400	-1.0	0	1.0
774000	-1.5	0	0.8
777600	-2.0	0	1.0
781200	-2.5	0	1.5
784800	-3.0	0	2.0
788400	-3.5	0	2.5
792000	-4.0	0	2.8
795600	-3.5	10	2.5
799200	-2.5	50	2.2
802800	-1.5	120	2.0
806400	-0.5	180	2.2
810000	0.5	200	2.5
813600	1.0	190	2.8
817200	1.2	160	2.5
820800	0.8	100	2.2
824400	0.0	50	2.0
828000	-0.8	15	2.2
831600	-1.5	0	2.5
835200	-2.5	0	2.8
838800	-3.0	0	3.0
842400	-3.5	0	2.8
846000	-4.0	0	2.5
849600	-4.5	0	2.2
853200	-5.0	0	2.0
856800	-5.5	0	1.8
860400	-6.0	0	1.5
864000	-6.0	0	1.5
