169200	0	0	0	50	20	10	0
172800	0	0	0	30	20	10	0
176400	0	0	0	30	20	10	0
180000	0	0	0	30	20	10	0
183600	0	0	0	30	20	10	0
187200	0	0	0	30	20	10	0
190800	0	0	0	30	20	10	0
194400	2	0	0	150	20	50	50
198000	3	0	1	300	20	150	100
201600	1	0	1	100	20	200	50
205200	0	0	1	80	20	250	25
208800	0	0	1	80	20	250	25
212400	0	0	1	80	20	200	25
216000	0	0	1	150	20	200	25
219600	0	0	1	80	20	250	25
223200	0	0	1	80	20	250	25
226800	0	0	1	80	20	200	25
230400	0	0	1	80	20	200	25
234000	2	0	1	200	20	150	75
237600	3	0	1	400	20	100	100
241200	4	0	0	500	20	50	100
244800	4	0	0	350	50	30	100
248400	3	1	0	300	80	20	100
252000	2	1	0	250	80	20	75
255600	0	0	0	50	20	10	0
259200	0	0	0	30	20	10	0
262800	0	0	0	30	20	10	0
266400	0	0	0	30	20	10	0
270000	0	0	0	30	20	10	0
273600	0	0	0	30	20	10	0
277200	0	0	0	30	20	10	0
280800	2	0	0	150	20	50	50
284400	3	0	1	300	20	150	100
288000	1	0	1	100	20	200	50
291600	0	0	1	80	20	250	25
295200	0	0	1	80	20	250	25
298800	0	0	1	80	20	200	25
302400	0	0	1	150	20	200	25
306000	0	0	1	80	20	250	25
309600	0	0	1	80	20	250	25
313200	0	0	1	80	20	200	25
316800	0	0	1	80	20	200	25
320400	2	0	1	200	20	150	75
324000	3	0	1	400	20	100	100
327600	4	0	0	500	20	50	100
331200	4	0	0	350	50	30	100
334800	3	1	0	300	80	20	100
338400	2	1	0	250	80	20	75
342000	0	0	0	50	20	10	0
345600	0	0	0	30	20	10	0
349200	0	0	0	30	20	10	0
352800	0	0	0	30	20	10	0
356400	0	0	0	30	20	10	0
360000	0	0	0	30	20	10	0
363600	0	0	0	30	20	10	0
367200	2	0	0	150	20	50	50
370800	3	0	1	300	20	150	100
374400	1	0	1	100	20	200	50
378000	0	0	1	80	20	250	25
381600	0	0	1	80	20	250	25
385200	0	0	1	80	20	200	25
388800	0	0	1	150	20	200	25
392400	0	0	1	80	20	250	25
396000	0	0	1	80	20	250	25
399600	0	0	1	80	20	200	25
403200	0	0	1	80	20	200	25
406800	2	0	1	200	20	150	75
410400	3	0	1	400	20	100	100
414000	4	0	0	500	20	50	100
417600	4	0	0	350	50	30	100
421200	3	1	0	350	100	20	100
424800	3	1	0	300	100	20	100
428400	2	1	0	200	80	10	75
432000	0	0	0	50	20	10	0
435600	0	0	0	30	20	10	0
439200	0	0	0	30	20	10	0
442800	0	0	0	30	20	10	0
446400	0	0	0	30	20	10	0
450000	0	0	0	30	20	10	0
453600	0	0	0	50	20	10	0
457200	1	0	0	80	20	20	25
460800	2	0	0	150	20	30	50
464400	3	0	0	250	20	50	75
468000	4	0	0	350	20	50	100
471600	3	1	0	400	80	30	100
475200	3	1	0	450	100	30	100
478800	2	1	1	300	80	150	100
482400	2	1	1	250	100	200	100
486000	2	1	1	200	80	150	100
489600	3	0	1	300	50	100	100
493200	4	0	0	500	30	50	100
496800	4	0	0	400	50	30	100
500400	4	1	0	350	100	20	100
504000	3	2	0	300	150	20	100
507600	2	1	0	250	100	10	75
511200	1	0	0	100	50	10	25
514800	0	0	0	50	20	10	0
518400	0	0	0	30	20	10	0
522000	0	0	0	30	20	10	0
525600	0	0	0	30	20	10	0
529200	0	0	0	30	20	10	0
532800	0	0	0	30	20	10	0
536400	0	0	0	30	20	10	0
540000	0	0	0	50	20	10	0
543600	1	0	0	80	20	20	25
547200	2	0	0	200	20	30	50
550800	3	0	0	300	20	50	75
554400	4	0	0	400	20	50	100
558000	4	0	0	450	30	30	100
561600	4	0	0	500	30	30	100
565200	3	1	0	400	80	30	100
568800	2	1	1	300	100	150	100
572400	2	1	1	250	80	150	100
576000	2	0	1	200	50	100	75
579600	3	0	0	350	30	50	75
583200	4	0	0	450	50	30	100
586800	4	0	0	400	50	30	100
590400	3	0	0	350	30	20	75
594000	2	0	0	250	20	20	50
597600	1	0	0	150	20	10	25
601200	0	0	0	50	20	10	0
604800	0	0	0	30	20	10	0
608400	0	0	0	30	20	10	0
612000	0	0	0	30	20	10	0
615600	0	0	0	30	20	10	0
619200	0	0	0	30	20	10	0
622800	0	0	0	30	20	10	0
626400	2	0	0	150	20	50	50
630000	3	0	1	300	20	150	100
633600	1	0	1	100	20	200	50
637200	0	0	1	80	20	250	25
640800	0	0	1	80	20	250	25
644400	0	0	1	80	20	200	25
648000	0	0	1	150	20	200	25
651600	0	0	1	80	20	250	25
655200	0	0	1	80	20	250	25
658800	0	0	1	80	20	200	25
662400	0	0	1	80	20	200	25
666000	2	0	1	200	20	150	75
669600	3	0	1	400	20	100	100
673200	4	0	0	500	20	50	100
676800	4	0	0	350	50	30	100
680400	3	1	0	300	80	20	100
684000	2	1	0	250	80	20	75
687600	0	0	0	50	20	10	0
691200	0	0	0	30	20	10	0
694800	0	0	0	30	20	10	0
698400	0	0	0	30	20	10	0
702000	0	0	0	30	20	10	0
705600	0	0	0	30	20	10	0
709200	0	0	0	30	20	10	0
712800	2	0	0	150	20	50	50
716400	3	0	1	300	20	150	100
720000	1	0	1	100	20	200	50
723600	0	0	1	80	20	250	25
727200	0	0	1	80	20	250	25
730800	0	0	1	80	20	200	25
734400	0	0	1	150	20	200	25
738000	0	0	1	80	20	250	25
741600	0	0	1	80	20	250	25
745200	0	0	1	80	20	200	25
748800	0	0	1	80	20	200	25
752400	2	0	1	200	20	150	75
756000	3	0	1	400	20	100	100
759600	4	0	0	500	20	50	100
763200	4	0	0	350	50	30	100
766800	3	1	0	300	80	20	100
770400	2	1	0	250	80	20	75
774000	0	0	0	50	20	10	0
777600	0	0	0	30	20	10	0
781200	0	0	0	30	20	10	0
784800	0	0	0	30	20	10	0
788400	0	0	0	30	20	10	0
792000	0	0	0	30	20	10	0
795600	0	0	0	30	20	10	0
799200	2	0	0	150	20	50	50
802800	3	0	1	300	20	150	100
806400	1	0	1	100	20	200	50
810000	0	0	1	80	20	250	25
813600	0	0	1	80	20	250	25
817200	0	0	1	80	20	200	25
820800	0	0	1	150	20	200	25
824400	0	0	1	80	20	250	25
828000	0	0	1	80	20	250	25
831600	0	0	1	80	20	200	25
835200	0	0	1	80	20	200	25
838800	2	0	1	200	20	150	75
842400	3	0	1	400	20	100	100
846000	4	0	0	500	20	50	100
849600	4	0	0	350	50	30	100
853200	3	1	0	300	80	20	100
856800	2	1	0	250	80	20	75
860400	0	0	0	50	20	10	0
864000	0	0	0	30	20	10	0
